//channel_x	channel_y	common_x	common_y	refclk0	refclk1	refclk2	refclk3	refclk4	refclk5	refclk6	refclk7	refclk8	refclk9	
0	0	0	0	120_0										
0	1	0	0	120_0										
0	2	0	0	120_0										
0	3	0	0	120_0										
0	4	0	1	121_0										
0	5	0	1	121_0										
0	6	0	1	121_0										
0	7	0	1	121_0										
0	8	0	2	122_0										
0	9	0	2	122_0										
0	10	0	2	122_0										
0	11	0	2	122_0										
0	12	0	3	123_0										
0	13	0	3	123_0										
0	14	0	3	123_0										
0	15	0	3	123_0										
0	16	0	4	124_0										
0	17	0	4	124_0										
0	18	0	4	124_0										
0	19	0	4	124_0										
0	20	0	5	125_0										
0	21	0	5	125_0										
0	22	0	5	125_0										
0	23	0	5	125_0										
0	24	0	6	126_0										
0	25	0	6	126_0										
0	26	0	6	126_0										
0	27	0	6	126_0										
0	28	0	7	127_0										
0	29	0	7	127_0										
0	30	0	7	127_0										
0	31	0	7	127_0										
0	32	0	8	128_0										
0	33	0	8	128_0										
0	34	0	8	128_0										
0	35	0	8	128_0										
0	36	0	9	129_0										
0	37	0	9	129_0										
0	38	0	9	129_0										
0	39	0	9	129_0										
0	40	0	10	130_0										
0	41	0	10	130_0										
0	42	0	10	130_0										
0	43	0	10	130_0										
0	44	0	11	131_0										
0	45	0	11	131_0										
0	46	0	11	131_0										
0	47	0	11	131_0										
0	48	0	12	132_0										
0	49	0	12	132_0										
0	50	0	12	132_0										
0	51	0	12	132_0										
0	52	0	13	133_0										
0	53	0	13	133_0										
0	54	0	13	133_0										
0	55	0	13	133_0										
0	56	0	14	134_0										
0	57	0	14	134_0										
0	58	0	14	134_0										
0	59	0	14	134_0										
0	60	0	15	135_0										
0	61	0	15	135_0										
0	62	0	15	135_0										
0	63	0	15	135_0										
1	0	1	0	220_0										
1	1	1	0	220_0										
1	2	1	0	220_0										
1	3	1	0	220_0										
1	4	1	1	221_0										
1	5	1	1	221_0										
1	6	1	1	221_0										
1	7	1	1	221_0										
1	8	1	2	222_0										
1	9	1	2	222_0										
1	10	1	2	222_0										
1	11	1	2	222_0										
1	12	1	3	223_0										
1	13	1	3	223_0										
1	14	1	3	223_0										
1	15	1	3	223_0										
1	16	1	4	224_0										
1	17	1	4	224_0										
1	18	1	4	224_0										
1	19	1	4	224_0										
1	20	1	5	225_0										
1	21	1	5	225_0										
1	22	1	5	225_0										
1	23	1	5	225_0										
1	24	1	6	226_0										
1	25	1	6	226_0										
1	26	1	6	226_0										
1	27	1	6	226_0										
1	28	1	7	227_0										
1	29	1	7	227_0										
1	30	1	7	227_0										
1	31	1	7	227_0										
1	32	1	8	228_0										
1	33	1	8	228_0										
1	34	1	8	228_0										
1	35	1	8	228_0										
1	36	1	9	229_0										
1	37	1	9	229_0										
1	38	1	9	229_0										
1	39	1	9	229_0										
1	40	1	10	230_0										
1	41	1	10	230_0										
1	42	1	10	230_0										
1	43	1	10	230_0										
1	44	1	11	231_0										
1	45	1	11	231_0										
1	46	1	11	231_0										
1	47	1	11	231_0										
1	48	1	12	232_0										
1	49	1	12	232_0										
1	50	1	12	232_0										
1	51	1	12	232_0										
1	52	1	13	233_0										
1	53	1	13	233_0										
1	54	1	13	233_0										
1	55	1	13	233_0										
1	56	1	14	234_0										
1	57	1	14	234_0										
1	58	1	14	234_0										
1	59	1	14	234_0										
1	60	1	15	235_0										
1	61	1	15	235_0										
1	62	1	15	235_0										
1	63	1	15	235_0										
